FoodID,FoodName,Category,Calories,Protein_g,Carbs_g,Fat_g,Fiber_g,GlycemicIndex,GI_Impact,IsVegetarian,IsNonVeg,IsVegan,IsEggetarian,IsJain,IsSouthIndian,IsNorthIndian,IsMediterranean,Allergens,CookingNotes,HealthySubstitutes
135,Ground Flax Seeds,Healthy Fats,110,3.8,6.0,8.5,5.6,10,Low,True,False,True,False,True,True,True,True,None,Always consume ground for Omega-3 absorption; stir into smoothies.,"Chia Seeds, Hemp Seeds"
136,Chia Seeds (2 tbsp),Healthy Fats,138,4.7,12.0,8.7,9.8,10,Low,True,False,True,False,True,True,True,True,None,Soak in almond milk or water for 20 mins until gel forms.,"Flax Seeds, Basil Seeds"
137,Raw Pumpkin Seeds,Healthy Fats,151,7.0,5.0,13.0,1.7,10,Low,True,False,True,False,True,True,True,True,None,High zinc seeds; roast lightly on dry tawa.,"Sunflower Seeds, Watermelon Seeds"
138,Sunflower Seeds,Healthy Fats,165,5.5,7.0,14.0,3.0,10,Low,True,False,True,False,True,True,True,True,None,Rich in Vitamin E; sprinkle over green salads.,"Pumpkin Seeds, Sesame Seeds"
139,White Sesame Seeds (Til),Healthy Fats,160,5.0,6.5,13.5,3.3,10,Low,True,False,True,False,True,True,True,False,Sesame,Dry roast; grind into tahini or toss over steamed veggies.,"Black Sesame, Flax Seeds"
140,Black Sesame Seeds,Healthy Fats,160,5.2,6.0,14.0,3.5,10,Low,True,False,True,False,True,True,True,False,Sesame,Rich in calcium; sprinkle on ragi mudde or rice.,"White Sesame, Chia Seeds"
141,Extra Virgin Olive Oil,Healthy Fats,119,0.0,0.0,13.5,0.0,0,Low,True,False,True,False,True,False,False,True,None,Use cold as salad dressing or drizzle over warm veggies.,"Avocado Oil, Cold Pressed Mustard Oil"
142,Avocado Oil,Healthy Fats,124,0.0,0.0,14.0,0.0,0,Low,True,False,True,False,True,False,False,True,None,High smoke point oil ideal for high heat sautéing.,"Extra Virgin Olive Oil, Ghee"
143,Natural Peanut Butter,Healthy Fats,190,8.0,7.0,16.0,2.0,14,Low,True,False,True,False,True,True,True,True,"Peanuts,Nuts",Ensure 100% peanuts with no added palm oil or sugar.,"Almond Butter, Sunflower Butter"
144,Almond Butter Unsweetened,Healthy Fats,196,6.8,6.0,17.8,3.3,12,Low,True,False,True,False,True,True,True,True,Nuts,Spread on apple slices or multigrain toast.,"Peanut Butter, Tahini"
145,Desi Cow Ghee (1 tsp),Healthy Fats,45,0.0,0.0,5.0,0.0,0,Low,True,False,False,False,True,True,True,False,Dairy,Add 1 tsp to warm dal or khichdi for butyric acid gut support.,"Cold Pressed Coconut Oil, Olive Oil"
146,Cold Pressed Coconut Oil,Healthy Fats,120,0.0,0.0,13.6,0.0,0,Low,True,False,True,False,True,True,False,False,Coconut,Ideal for South Indian tempering and medium heat cooking.,"Desi Ghee, Olive Oil"
147,Mustard Oil Kachi Ghani,Healthy Fats,120,0.0,0.0,13.6,0.0,0,Low,True,False,True,False,True,False,True,False,Mustard,Heat until smoking point before cooking North Indian dishes.,"Olive Oil, Sesame Oil"
148,Brazil Nuts (4 nuts),Healthy Fats,130,2.8,2.4,13.0,1.5,0,Low,True,False,True,False,True,False,False,True,Nuts,Eat 2 nuts daily for 100% daily selenium requirement.,"Walnuts, Almonds"
149,Macadamia Nuts,Healthy Fats,204,2.2,3.9,21.5,2.4,0,Low,True,False,True,False,True,False,False,False,Nuts,Rich in monounsaturated fats; eat raw in moderation.,"Hazelnuts, Pecans"
150,Hazelnuts (20 nuts),Healthy Fats,178,4.2,4.7,17.0,2.7,0,Low,True,False,True,False,True,False,False,True,Nuts,Roast lightly and crush over morning cereal.,"Almonds, Macadamia Nuts"
151,Pecan Halves,Healthy Fats,196,2.6,3.9,20.0,2.7,0,Low,True,False,True,False,True,False,False,False,Nuts,Mix into fruit salads or oatmeal.,"Walnuts, Brazil Nuts"
152,Pine Nuts (2 tbsp),Healthy Fats,190,3.8,3.7,19.0,1.0,0,Low,True,False,True,False,True,False,False,True,Nuts,Toast lightly; blend with basil and garlic into pesto.,"Walnuts, Sunflower Seeds"
153,Unsweetened Shredded Coconut,Healthy Fats,110,1.2,4.0,10.0,2.5,10,Low,True,False,True,False,True,True,False,False,Coconut,Sprinkle on porridges or use in South Indian thoran.,"Chia Seeds, Sesame Seeds"
154,Full Fat Coconut Milk,Healthy Fats,190,1.8,3.0,19.0,1.0,0,Low,True,False,True,False,True,True,False,False,Coconut,Add towards end of cooking curries to avoid curdling.,"Almond Milk, Greek Yogurt"
155,Tahini Sesame Paste,Healthy Fats,178,5.0,6.0,16.0,2.8,10,Low,True,False,True,False,True,False,False,True,Sesame,Whisk with lemon juice and garlic for salad dressing.,"Almond Butter, Peanut Butter"
156,Watermelon Seeds (Magaz),Healthy Fats,158,8.0,4.3,13.4,1.0,10,Low,True,False,True,False,True,True,True,False,None,Dry roast; blend into gravies or toss over salads.,"Pumpkin Seeds, Muskmelon Seeds"
157,Muskmelon Seeds Dried,Healthy Fats,150,7.0,4.0,13.0,1.2,10,Low,True,False,True,False,True,True,True,False,None,Rich in protein and healthy fats.,"Watermelon Seeds, Sunflower Seeds"
158,Dark Chocolate 85%,Healthy Fats,120,2.2,9.0,9.5,2.5,20,Low,True,False,True,False,True,True,True,True,Chocolate,Eat 2 small squares post-dinner for flavonoid mood boost.,"Cocoa Powder, Almonds"
159,Green Olives,Healthy Fats,40,0.4,1.0,4.0,1.0,15,Low,True,False,True,False,True,False,False,True,None,Rinse extra brine; chop into Mediterranean salads.,"Kalamata Olives, Avocado"
160,Kalamata Olives,Healthy Fats,70,0.6,2.0,7.0,1.5,15,Low,True,False,True,False,True,False,False,True,None,Rich in oleic acid and polyphenols.,"Green Olives, Olive Oil"
161,Steamed Rice Idli (2 pcs),South Indian,130,4.0,26.0,0.5,1.5,55,Medium,True,False,True,False,True,True,False,False,None,Ferment batter for 12 hrs; steam in idli cooker for 10 mins.,"Ragi Idli, Oats Idli"
162,Crispy Plain Dosa,South Indian,160,3.8,29.0,3.5,1.2,60,Medium,True,False,True,False,True,True,False,False,None,Spread batter thinly on hot tawa; use minimal oil.,"Oats Dosa, Ragi Dosa"
163,Oats Vegetable Dosa,South Indian,140,5.0,24.0,2.8,3.5,50,Low,True,False,True,False,True,True,False,False,Gluten,Blend powdered oats with curd and grated carrots.,"Plain Dosa, Pesarattu"
164,Vegetable Sambar,South Indian,110,5.5,18.0,2.0,4.2,45,Low,True,False,True,False,True,True,False,False,None,"Boil toor dal with drumstick, pumpkin, tamarind, and sambar powder.","Rasam, Dal Tadka"
165,Coconut Chutney,South Indian,75,0.8,2.5,7.0,1.8,20,Low,True,False,True,False,True,True,False,False,Coconut,"Grind fresh coconut with roasted chana dal, green chili, and ginger.","Tomato Chutney, Mint Chutney"
166,Rava Upma Veggies,South Indian,190,4.5,34.0,4.5,2.8,65,Medium,True,False,True,False,False,True,False,False,"Gluten,Wheat","Roast semolina first; sauté mustard seeds, cashews, and veggies.","Oats Upma, Dalia Upma"
167,Ragi Dosa (2 dosas),South Indian,150,4.5,28.0,2.0,4.5,48,Low,True,False,True,False,True,True,False,False,None,Mix ragi flour with rice batter and butter milk.,"Oats Dosa, Pesarattu"
168,Ven Pongal Ghee,South Indian,230,6.0,36.0,7.0,3.0,58,Medium,True,False,False,False,True,True,False,False,Dairy,"Pressure cook rice and moong dal; temper with ghee, cumin, black pepper, and cashews.","Oats Pongal, Khichdi"
169,Curd Rice (Thayir Sadam),South Indian,210,5.5,35.0,5.0,1.5,54,Low,True,False,False,False,True,True,False,False,Dairy,"Mash soft cooked rice with fresh curd, pomegranate, and mustard tempering.","Greek Yogurt Rice, Buttermilk"
170,Lemon Rice (Elumichai),South Indian,240,4.0,42.0,6.5,2.0,60,Medium,True,False,True,False,True,True,False,False,Citrus,"Toss cooked rice with turmeric, roasted peanuts, curry leaves, and lemon juice.","Brown Rice Lemon Rice, Quinoa Lemon Rice"
171,Tamarind Rice (Puliyodarai),South Indian,250,4.2,44.0,7.0,2.5,62,Medium,True,False,True,False,False,True,False,False,Peanuts,Simmer tamarind paste with sesame oil and spices before tossing with rice.,"Lemon Rice, Tomato Rice"
172,Tomato Rice / Bath,South Indian,220,3.8,38.0,6.0,2.2,58,Medium,True,False,True,False,True,True,False,False,None,"Sauté ripe tomatoes with mint, ginger, and biryani spices.","Veg Pulao, Lemon Rice"
173,Appam with Coconut Milk,South Indian,180,3.0,30.0,5.5,1.8,55,Medium,True,False,True,False,True,True,False,False,Coconut,Ferment rice appam batter; pour in appam chatti to get lace edges.,"Idli, Neer Dosa"
174,Kerala Puttu & Kadala,South Indian,290,9.5,48.0,6.0,7.5,52,Low,True,False,True,False,True,True,False,False,None,Layer coarse rice flour and coconut in puttu maker; serve with black chickpea curry.,"Idli Sambar, Appam"
175,Avial Mixed Veg Bowl,South Indian,140,3.0,14.0,8.0,4.0,35,Low,True,False,True,False,True,True,False,False,Coconut,"Steam drumstick, raw banana, yam; fold into thick curd coconut paste.","Mixed Veg Sabzi, Poriyal"
176,Rasam Pepper Soup,South Indian,50,1.5,8.0,1.2,1.5,30,Low,True,False,True,False,False,True,False,False,None,"Simmer tamarind water with crushed black pepper, garlic, and tomatoes.","Vegetable Clear Soup, Sambar"
177,Pesarattu Moong Dosa,South Indian,165,8.0,26.0,3.0,5.0,42,Low,True,False,True,False,True,True,False,False,None,Grind soaked green moong with ginger and green chilies.,"Ragi Dosa, Oats Dosa"
178,Vegetable Uttapam,South Indian,185,4.5,32.0,4.5,2.5,60,Medium,True,False,True,False,False,True,False,False,None,"Thick dosa topped with finely chopped onion, tomato, and coriander.","Plain Dosa, Idli"
179,Set Dosa (2 pcs),South Indian,190,4.8,34.0,4.0,2.0,62,Medium,True,False,True,False,True,True,False,False,None,Soft spongy dosas cooked on low heat with lid covered.,"Plain Dosa, Uttapam"
180,Kanchipuram Idli,South Indian,110,3.2,19.0,2.5,1.8,52,Low,True,False,True,False,True,True,False,False,Sesame,Spiced idli batter steamed in banana leaves.,"Steamed Idli, Rava Idli"
181,Bisi Bele Bath,South Indian,260,7.5,42.0,7.0,4.5,56,Medium,True,False,False,False,True,True,False,False,Dairy,"Cook rice, toor dal, and vegetables with aromatic bisi bele bath masala.","Khichdi, Sambar Rice"
182,Vangi Brinjal Bath,South Indian,230,4.0,39.0,6.5,3.5,55,Medium,True,False,True,False,True,True,False,False,None,Sauté eggplant with ground spice powder before tossing with rice.,"Tomato Rice, Bisi Bele Bath"
183,Hydrabadi Veg Biryani,South Indian,280,6.5,45.0,8.0,4.0,62,Medium,True,False,False,False,False,True,True,False,Dairy,Dum cook basmati rice with marinated vegetables and mint.,"Veg Pulao, Tomato Rice"
184,Kerala Fish Curry,South Indian,220,24.0,6.0,11.0,1.5,30,Low,False,True,False,False,False,True,False,False,"Seafood,Coconut",Simmer fish in coconut milk and kudampuli (gamboge tamarind).,"Grilled Salmon, Fish Amritsari"
185,Chettinad Chicken,South Indian,270,32.0,5.0,14.0,1.8,20,Low,False,True,False,False,False,True,False,False,None,"Dry roast fennel, poppy seeds, and red chilies for fiery Chettinad paste.","Punjabi Chicken Curry, Tandoori Chicken"
186,Egg Roast Kerala,South Indian,180,13.0,6.0,11.0,1.2,20,Low,False,False,False,True,False,True,False,False,Eggs,Sauté hard boiled eggs in caramelised onion tomato masala.,"Egg Curry Punjabi, Boiled Eggs"
187,Prawns Thokku,South Indian,160,20.0,4.0,7.0,1.0,15,Low,False,True,False,False,False,True,False,False,"Seafood,Shellfish","Stir-fry prawns with red chili, shallots, and curry leaves.","Fish Curry, Grilled Shrimp"
188,Neer Thin Dosa,South Indian,140,2.8,28.0,1.5,1.0,58,Medium,True,False,True,False,True,True,False,False,None,Lacy thin watery rice batter cooked without flipping.,"Appam, Plain Dosa"
189,Akki Rice Roti,South Indian,160,3.0,30.0,3.0,2.0,60,Medium,True,False,True,False,False,True,False,False,None,"Knead rice flour with dill leaves, onion, and green chili.","Jowar Roti, Ragi Mudde"
190,Coconut Rice Bowl,South Indian,270,3.8,40.0,10.0,3.0,60,Medium,True,False,True,False,True,True,False,False,Coconut,"Toss steamed rice with freshly grated coconut, cashews, and mustard seeds.","Lemon Rice, Curd Rice"
191,Palak Paneer,North Indian,240,14.0,8.0,17.0,3.5,30,Low,True,False,False,False,True,False,True,False,Dairy,Blanch spinach; blend and simmer with paneer cubes and mild spices.,"Tofu Palak, Matar Paneer"
192,Dal Makhani,North Indian,260,11.0,30.0,10.0,7.0,35,Low,True,False,False,False,True,False,True,False,Dairy,Slow simmer black urad dal and rajma overnight; touch of fresh cream.,"Yellow Dal Tadka, Chole"
193,Punjabi Chole Curry,North Indian,230,12.0,34.0,5.5,8.5,32,Low,True,False,True,False,False,False,True,False,None,"Simmer chickpea with black tea infusion, pomegranate powder, and chole spices.","Rajma Masala, Black Chana"
194,Rajma Masala Gravy,North Indian,210,11.5,32.0,4.0,8.0,28,Low,True,False,True,False,False,False,True,False,None,Soak red kidney beans; cook in thick tomato onion gravy.,"Punjabi Chole, Dal Makhani"
195,Aloo Gobi Sabzi,North Indian,150,3.5,20.0,6.5,4.0,55,Medium,True,False,True,False,False,False,True,False,None,"Sauté potato and cauliflower florets with cumin, turmeric, and amchur.","Bhindi Masala, Baingan Bharta"
196,Bhindi Do Pyaza,North Indian,120,2.8,12.0,7.0,3.8,30,Low,True,False,True,False,False,False,True,False,None,Stir-fry okra with sliced onions and dry mango powder.,"Aloo Gobi, French Beans"
197,Methi Thepla (2 pcs),North Indian,180,5.0,26.0,6.0,3.5,52,Low,True,False,True,False,True,False,True,False,"Gluten,Wheat","Knead whole wheat flour with fresh fenugreek leaves, curd, and sesame seeds.","Missi Roti, Whole Wheat Roti"
198,Moong Dal Khichdi,North Indian,210,8.5,36.0,3.5,4.0,45,Low,True,False,False,False,True,True,True,False,Dairy,Pressure cook equal parts yellow moong dal and rice; finish with ghee temper.,"Dalia Khichdi, Oats Khichdi"
199,Missi Besan Roti,North Indian,140,6.0,22.0,3.0,4.0,42,Low,True,False,True,False,True,False,True,False,"Gluten,Wheat",Mix chickpea flour (besan) and wheat flour with ajwain and kasuri methi.,"Methi Thepla, Jowar Roti"
200,Kadai Paneer Curry,North Indian,270,15.0,10.0,19.0,2.8,32,Low,True,False,False,False,True,False,True,False,Dairy,Toss paneer cubes and capsicum in freshly crushed coriander pepper kadai masala.,"Palak Paneer, Shahi Paneer"
201,Punjabi Baingan Bharta,North Indian,130,2.5,14.0,7.5,4.5,25,Low,True,False,True,False,False,False,True,False,None,"Char whole brinjal over open flame; mash with garlic, tomatoes, and cilantro.","Aloo Gobi, Bhindi Masala"
202,Jeera Rice (1 cup),North Indian,200,3.8,40.0,2.5,1.2,64,Medium,True,False,True,False,True,True,True,False,None,Temper cumin seeds in ghee; fold into steamed basmati rice.,"Brown Rice, Veg Pulao"
203,Matar Paneer Curry,North Indian,230,13.0,14.0,14.0,4.0,38,Low,True,False,False,False,True,False,True,False,Dairy,Simmer green peas and soft paneer in spiced onion tomato gravy.,"Palak Paneer, Kadai Paneer"
204,Tandoori Wheat Roti,North Indian,110,3.5,22.0,0.5,2.8,60,Medium,True,False,True,False,True,False,True,False,"Gluten,Wheat",Bake whole wheat roti in clay tandoor or tawa.,"Whole Wheat Roti, Missi Roti"
205,Garlic Butter Naan,North Indian,220,5.5,36.0,6.5,1.5,74,High,True,False,False,False,False,False,True,False,"Gluten,Wheat,Dairy",Bake white flour dough; brush with melted garlic butter.,"Tandoori Roti, Missi Roti"
206,Tandoori Chicken Tikka,North Indian,230,35.0,3.0,8.0,0.8,15,Low,False,True,False,False,False,False,True,False,Dairy,Marinate chicken in spiced hung curd; char in oven or grill.,"Grilled Chicken Breast, Butter Chicken"
207,Butter Chicken Curry,North Indian,340,28.0,8.0,22.0,1.2,35,Low,False,True,False,False,False,False,True,False,"Dairy,Nuts",Simmer grilled chicken in rich tomato cashew butter gravy.,"Punjabi Chicken Curry, Tandoori Chicken"
208,Punjabi Chicken Curry,North Indian,250,30.0,6.0,12.0,1.5,25,Low,False,True,False,False,False,False,True,False,None,"Home-style chicken cooked with whole garams, onion, and tomato.","Butter Chicken, Chettinad Chicken"
209,Fish Amritsari Fry,North Indian,210,22.0,6.0,11.0,0.5,20,Low,False,True,False,False,False,False,True,False,"Seafood,Mustard","Coat fish fillets in besan, ajwain, and mustard oil; shallow fry.","Grilled Cod, Kerala Fish Curry"
210,Mutton Rogan Josh,North Indian,310,26.0,5.0,21.0,1.0,20,Low,False,True,False,False,False,False,True,False,Dairy,Kashmiri slow cooked mutton with alkanet root (ratanjot) and fennel.,"Punjabi Chicken, Beef Curry"
211,Egg Curry Punjabi,North Indian,190,13.0,7.0,12.0,1.5,20,Low,False,False,False,True,False,False,True,False,Eggs,Simmer hard boiled eggs in thick onion tomato masala.,"Egg Roast Kerala, Paneer Bhurji"
212,Kadhi Pakora Gravy,North Indian,240,7.0,22.0,14.0,2.5,55,Medium,True,False,False,False,False,False,True,False,Dairy,Simmer sour yogurt besan gravy with fried chickpea flour dumplings.,"Dal Makhani, Chole"
213,Lauki Chana Dal Gravy,North Indian,160,7.5,24.0,3.5,5.5,32,Low,True,False,True,False,True,False,True,False,None,Light nutritious curry made by combining bottle gourd and chana dal.,"Yellow Toor Dal, Moong Dal"
214,Paneer Bhurji Scramble,North Indian,280,19.0,6.0,20.0,1.2,20,Low,True,False,False,False,False,False,True,False,Dairy,"Crumble paneer and sauté with capsicum, tomatoes, and cumin.","Tofu Scramble, Egg Scramble"
215,Soya Chaap Masala,North Indian,260,18.0,16.0,14.0,4.0,30,Low,True,False,True,False,True,False,True,False,"Soy,Gluten,Wheat",Marinate soya sticks; roast and cook in rich onion tomato gravy.,"Paneer Kadai, Tofu Curry"
216,Gajar Matar Sabzi,North Indian,110,3.0,16.0,4.0,4.2,45,Low,True,False,True,False,True,False,True,False,None,Stir-fry sweet red carrots and green peas with cumin.,"Aloo Gobi, Bhindi Masala"
217,Dum Aloo Gravy,North Indian,210,3.5,26.0,10.0,3.0,62,Medium,True,False,False,False,False,False,True,False,"Dairy,Nuts",Prick baby potatoes; deep fry and simmer in spiced cashew yogurt gravy.,"Baingan Bharta, Matar Paneer"
218,Shahi Paneer Gravy,North Indian,320,14.0,12.0,25.0,2.0,40,Low,True,False,False,False,True,False,True,False,"Dairy,Nuts",Rich mild paneer curry prepared with cashew paste and saffron.,"Kadai Paneer, Palak Paneer"
219,Aloo Stuffed Paratha,North Indian,260,5.0,38.0,10.0,3.0,68,Medium,True,False,False,False,False,False,True,False,"Gluten,Wheat,Dairy",Stuff spiced mashed potatoes into wheat dough; roast with ghee.,"Methi Thepla, Paneer Paratha"
220,Paneer Paratha,North Indian,290,12.0,30.0,14.0,2.5,55,Medium,True,False,False,False,False,False,True,False,"Gluten,Wheat,Dairy",Stuff grated paneer with green chili and coriander into flatbread.,"Aloo Paratha, Methi Thepla"
